player_name,stand,pitch_type_condensed,game_pk,at_bat_number,pitch_number
"SuÃ¡rez, Eugenio",R,SL,717390,53,1
"SuÃ¡rez, Eugenio",R,SL,717390,53,2
"SuÃ¡rez, Eugenio",R,CH,717390,53,3
"SuÃ¡rez, Eugenio",R,SL,717390,53,4
"SuÃ¡rez, Eugenio",R,SL,717390,53,5
"SuÃ¡rez, Eugenio",R,SL,717390,53,6
"SuÃ¡rez, Eugenio",R,FF,717390,53,7
"SuÃ¡rez, Eugenio",R,FF,717390,53,8
"SuÃ¡rez, Eugenio",R,SL,717390,53,9
"Raleigh, Cal",L,FF,717390,54,1
"Raleigh, Cal",L,SL,717390,54,2
"Raleigh, Cal",L,FF,717390,54,3
"Raleigh, Cal",L,CH,717390,54,4
"Raleigh, Cal",L,FF,717390,54,5
"Raleigh, Cal",L,FF,717390,54,6
"Raleigh, Cal",L,SL,717390,54,7
"Kemp, Tony",L,FF,717476,1,1
"Kemp, Tony",L,SI,717476,1,2
"Bleday, JJ",L,FF,717476,2,1
"Bleday, JJ",L,CH,717476,2,2
"Bleday, JJ",L,FF,717476,2,3
"Bleday, JJ",L,CH,717476,2,4
"Rooker, Brent",R,SL,717476,3,1
"Rooker, Brent",R,SL,717476,3,2
"Rooker, Brent",R,SI,717476,3,3
"Brown, Seth",L,FF,717476,10,1
"Brown, Seth",L,CH,717476,10,2
"Brown, Seth",L,CH,717476,10,3
"Brown, Seth",L,SL,717476,10,4
"Diaz, Jordan",R,SL,717476,11,1
"Diaz, Jordan",R,SL,717476,11,2
"Diaz, Jordan",R,FF,717476,11,3
"Diaz, Jordan",R,SL,717476,11,4
"Diaz, Jordan",R,CH,717476,11,5
"Diaz, Jordan",R,SL,717476,11,6
"Peterson, Jace",L,FF,717476,12,1
"DÃ­az, Aledmys",R,SI,717476,16,1
"Wade, Tyler",L,FF,717476,17,1
"PiÃ±a, Manny",R,FF,717476,18,1
"PiÃ±a, Manny",R,SL,717476,18,2
"PiÃ±a, Manny",R,SL,717476,18,3
"PiÃ±a, Manny",R,SL,717476,18,4
"Kemp, Tony",L,SL,717476,26,1
"Kemp, Tony",L,CH,717476,26,2
"Kemp, Tony",L,CH,717476,26,3
"Kemp, Tony",L,FF,717476,26,4
"Bleday, JJ",L,FF,717476,27,1
"Bleday, JJ",L,FF,717476,27,2
"Bleday, JJ",L,CH,717476,27,3
"Bleday, JJ",L,SL,717476,27,4
"Bleday, JJ",L,CH,717476,27,5
"Bleday, JJ",L,CH,717476,27,6
"Bleday, JJ",L,FF,717476,27,7
"Bleday, JJ",L,FF,717476,27,8
"Bleday, JJ",L,FF,717476,27,9
"Rooker, Brent",R,FF,717476,28,1
"Rooker, Brent",R,SL,717476,28,2
"Rooker, Brent",R,CH,717476,28,3
"Rooker, Brent",R,SL,717476,28,4
"Brown, Seth",L,CH,717476,29,1
"Brown, Seth",L,CH,717476,29,2
"Brown, Seth",L,SI,717476,29,3
"Brown, Seth",L,SI,717476,29,4
"Diaz, Jordan",R,FF,717476,36,1
"Diaz, Jordan",R,SL,717476,36,2
"Diaz, Jordan",R,FF,717476,36,3
"Diaz, Jordan",R,SL,717476,36,4
"Peterson, Jace",L,SL,717476,37,1
"Peterson, Jace",L,FF,717476,37,2
"Peterson, Jace",L,FF,717476,37,3
"Peterson, Jace",L,CH,717476,37,4
"DÃ­az, Aledmys",R,SL,717476,38,1
"DÃ­az, Aledmys",R,SL,717476,38,2
"DÃ­az, Aledmys",R,FF,717476,38,3
"DÃ­az, Aledmys",R,FF,717476,38,4
"DÃ­az, Aledmys",R,FF,717476,38,5
"Profar, Jurickson",L,FF,717552,6,1
"Profar, Jurickson",L,CH,717552,6,2
"Profar, Jurickson",L,CH,717552,6,3
"Bryant, Kris",R,FF,717552,7,1
"Bryant, Kris",R,SI,717552,7,2
"Bryant, Kris",R,CH,717552,7,3
"Bryant, Kris",R,SL,717552,7,4
"McMahon, Ryan",L,SL,717552,8,1
"McMahon, Ryan",L,SI,717552,8,2
"McMahon, Ryan",L,CH,717552,8,3
"McMahon, Ryan",L,SI,717552,8,4
"McMahon, Ryan",L,SI,717552,8,5
"McMahon, Ryan",L,SL,717552,8,6
"McMahon, Ryan",L,FF,717552,8,7
"DÃ­az, Elias",R,SL,717552,9,1
"DÃ­az, Elias",R,SL,717552,9,2
"DÃ­az, Elias",R,SI,717552,9,3
"DÃ­az, Elias",R,SL,717552,9,4
"DÃ­az, Elias",R,FF,717552,9,5
"DÃ­az, Elias",R,SL,717552,9,6
"Cron, C.J.",R,SL,717552,13,1
"Cron, C.J.",R,SI,717552,13,2
"Cron, C.J.",R,SI,717552,13,3
"Cron, C.J.",R,SL,717552,13,4
"Jones, Nolan",L,SI,717552,14,1
"Jones, Nolan",L,CH,717552,14,2
"Jones, Nolan",L,SI,717552,14,3
"Tovar, Ezequiel",R,SI,717552,15,1
"Tovar, Ezequiel",R,SL,717552,15,2
"Tovar, Ezequiel",R,SL,717552,15,3
"Castro, Harold",L,SI,717552,16,1
"Doyle, Brenton",R,SI,717552,17,1
"Profar, Jurickson",L,SL,717552,18,1
"Profar, Jurickson",L,CH,717552,18,2
"Profar, Jurickson",L,CH,717552,18,3
"Profar, Jurickson",L,FF,717552,18,4
"Profar, Jurickson",L,SL,717552,18,5
"Profar, Jurickson",L,CH,717552,18,6
"Profar, Jurickson",L,CH,717552,18,7
"Bryant, Kris",R,SL,717552,19,1
"Bryant, Kris",R,SL,717552,19,2
"Bryant, Kris",R,CH,717552,19,3
"McMahon, Ryan",L,CH,717552,20,1
"McMahon, Ryan",L,FF,717552,20,2
"McMahon, Ryan",L,SI,717552,20,3
"McMahon, Ryan",L,SI,717552,20,4
"McMahon, Ryan",L,SL,717552,20,5
"McMahon, Ryan",L,SL,717552,20,6
"McMahon, Ryan",L,CH,717552,20,7
"McMahon, Ryan",L,CH,717552,20,8
"DÃ­az, Elias",R,SL,717552,25,1
"Cron, C.J.",R,SI,717552,26,1
"Cron, C.J.",R,SL,717552,26,2
"Cron, C.J.",R,SL,717552,26,3
"Cron, C.J.",R,FF,717552,26,4
"Cron, C.J.",R,FF,717552,26,5
"Jones, Nolan",L,FF,717552,27,1
"Jones, Nolan",L,SL,717552,27,2
"Jones, Nolan",L,CH,717552,27,3
"Jones, Nolan",L,CH,717552,27,4
"Tovar, Ezequiel",R,SI,717552,35,1
"Tovar, Ezequiel",R,SL,717552,35,2
"Tovar, Ezequiel",R,SL,717552,35,3
"Tovar, Ezequiel",R,SL,717552,35,4
"Tovar, Ezequiel",R,SI,717552,35,5
"Castro, Harold",L,SI,717552,36,1
"Castro, Harold",L,CH,717552,36,2
"Castro, Harold",L,CH,717552,36,3
"Castro, Harold",L,CH,717552,36,4
"Castro, Harold",L,FF,717552,36,5
"Castro, Harold",L,CH,717552,36,6
"Doyle, Brenton",R,SL,717552,37,1
"Doyle, Brenton",R,SL,717552,37,2
"Doyle, Brenton",R,CH,717552,37,3
"Doyle, Brenton",R,SL,717552,37,4
"Profar, Jurickson",L,SI,717552,41,1
"Profar, Jurickson",L,CH,717552,41,2
"Bryant, Kris",R,SL,717552,42,1
"Bryant, Kris",R,CH,717552,42,2
"Bryant, Kris",R,CH,717552,42,3
"Bryant, Kris",R,SL,717552,42,4
"Bryant, Kris",R,FF,717552,42,5
"Bryant, Kris",R,SL,717552,42,6
"Bryant, Kris",R,CH,717552,42,7
"McMahon, Ryan",L,SL,717552,43,1
"McMahon, Ryan",L,SL,717552,43,2
"McMahon, Ryan",L,FF,717552,43,3
"McMahon, Ryan",L,CH,717552,43,4
"McMahon, Ryan",L,SI,717552,43,5
"McMahon, Ryan",L,FF,717552,43,6
"DÃ­az, Elias",R,SL,717552,44,1
"DÃ­az, Elias",R,CH,717552,44,2
"DÃ­az, Elias",R,SL,717552,44,3
"DÃ­az, Elias",R,SL,717552,44,4
"DÃ­az, Elias",R,FF,717552,44,5
"Julien, Edouard",L,FF,717621,1,1
"Solano, Donovan",R,SI,717621,2,1
"Solano, Donovan",R,SI,717621,2,2
"Solano, Donovan",R,SL,717621,2,3
"Solano, Donovan",R,SL,717621,2,4
"Solano, Donovan",R,SL,717621,2,5
"Correa, Carlos",R,SI,717621,3,1
"Correa, Carlos",R,SL,717621,3,2
"Correa, Carlos",R,SI,717621,3,3
"Lewis, Royce",R,SL,717621,7,1
"Farmer, Kyle",R,FF,717621,8,1
"Farmer, Kyle",R,SL,717621,8,2
"Farmer, Kyle",R,SL,717621,8,3
"Farmer, Kyle",R,SL,717621,8,4
"Farmer, Kyle",R,SI,717621,8,5
"Farmer, Kyle",R,FF,717621,8,6
"Farmer, Kyle",R,SL,717621,8,7
"Castro, Willi",L,CH,717621,9,1
"Castro, Willi",L,FF,717621,9,2
"Castro, Willi",L,FF,717621,9,3
"Gallo, Joey",L,SL,717621,10,1
"Gallo, Joey",L,CH,717621,10,2
"Gallo, Joey",L,SL,717621,10,3
"Gallo, Joey",L,CH,717621,10,4
"Gallo, Joey",L,CH,717621,10,5
"Gallo, Joey",L,SL,717621,10,6
"VÃ¡zquez, Christian",R,SI,717621,14,1
"VÃ¡zquez, Christian",R,SL,717621,14,2
"VÃ¡zquez, Christian",R,SI,717621,14,3
"VÃ¡zquez, Christian",R,SL,717621,14,4
"VÃ¡zquez, Christian",R,SL,717621,14,5
"Taylor, Michael A.",R,SI,717621,15,1
"Taylor, Michael A.",R,SI,717621,15,2
"Taylor, Michael A.",R,SL,717621,15,3
"Taylor, Michael A.",R,SL,717621,15,4
"Taylor, Michael A.",R,SI,717621,15,5
"Taylor, Michael A.",R,SL,717621,15,6
"Julien, Edouard",L,SL,717621,16,1
"Solano, Donovan",R,SI,717621,17,1
"Solano, Donovan",R,SI,717621,17,2
"Solano, Donovan",R,SL,717621,17,3
"Correa, Carlos",R,SL,717621,18,1
"Correa, Carlos",R,SI,717621,18,2
"Correa, Carlos",R,FF,717621,18,3
"Correa, Carlos",R,SI,717621,18,4
"Correa, Carlos",R,SL,717621,18,5
"Correa, Carlos",R,FF,717621,18,6
"Correa, Carlos",R,SL,717621,18,7
"Lewis, Royce",R,FF,717621,26,1
"Lewis, Royce",R,SL,717621,26,2
"Lewis, Royce",R,SL,717621,26,3
"Lewis, Royce",R,FF,717621,26,4
"Lewis, Royce",R,SI,717621,26,5
"Farmer, Kyle",R,SI,717621,27,1
"Farmer, Kyle",R,SL,717621,27,2
"Farmer, Kyle",R,SL,717621,27,3
"Farmer, Kyle",R,SL,717621,27,4
"Farmer, Kyle",R,SL,717621,27,5
"Farmer, Kyle",R,FF,717621,27,6
"Castro, Willi",L,FF,717621,28,1
"Castro, Willi",L,SL,717621,28,2
"Castro, Willi",L,CH,717621,28,3
"Castro, Willi",L,FF,717621,28,4
"Gallo, Joey",L,FF,717621,29,1
"Gallo, Joey",L,SL,717621,29,2
"Gallo, Joey",L,CH,717621,29,3
"Gallo, Joey",L,CH,717621,29,4
"Gallo, Joey",L,SI,717621,29,5
"VÃ¡zquez, Christian",R,SI,717621,30,1
"VÃ¡zquez, Christian",R,SI,717621,30,2
"VÃ¡zquez, Christian",R,SL,717621,30,3
"VÃ¡zquez, Christian",R,FF,717621,30,4
"VÃ¡zquez, Christian",R,SL,717621,30,5
"VÃ¡zquez, Christian",R,SL,717621,30,6
"Taylor, Michael A.",R,SL,717621,34,1
"Taylor, Michael A.",R,SL,717621,34,2
"Taylor, Michael A.",R,FF,717621,34,3
"Julien, Edouard",L,CH,717621,35,1
"Solano, Donovan",R,SL,717621,36,1
"Solano, Donovan",R,SI,717621,36,2
"Solano, Donovan",R,SI,717621,36,3
"Solano, Donovan",R,SI,717621,36,4
"Correa, Carlos",R,SL,717621,37,1
"Correa, Carlos",R,SL,717621,37,2
"Correa, Carlos",R,SL,717621,37,3
"Correa, Carlos",R,SL,717621,37,4
"Pratto, Nick",L,FF,717681,1,1
"Pratto, Nick",L,FF,717681,1,2
"Pratto, Nick",L,CH,717681,1,3
"Pratto, Nick",L,FF,717681,1,4
"Pratto, Nick",L,CH,717681,1,5
"Pratto, Nick",L,FF,717681,1,6
"Witt Jr., Bobby",R,SL,717681,2,1
"Witt Jr., Bobby",R,SL,717681,2,2
"Witt Jr., Bobby",R,FF,717681,2,3
"Witt Jr., Bobby",R,SL,717681,2,4
"Witt Jr., Bobby",R,SL,717681,2,5
"Perez, Salvador",R,FF,717681,3,1
"Perez, Salvador",R,FF,717681,3,2
"Perez, Salvador",R,SL,717681,3,3
"Perez, Salvador",R,SL,717681,3,4
"Perez, Salvador",R,SI,717681,3,5
"Melendez, MJ",L,CH,717681,4,1
"Melendez, MJ",L,FF,717681,4,2
"Melendez, MJ",L,SL,717681,4,3
"Melendez, MJ",L,CH,717681,4,4
"Melendez, MJ",L,CH,717681,4,5
"Garcia, Maikel",R,FF,717681,5,1
"Garcia, Maikel",R,FF,717681,5,2
"Beaty, Matt",L,FF,717681,9,1
"Beaty, Matt",L,SL,717681,9,2
"Beaty, Matt",L,SL,717681,9,3
"Beaty, Matt",L,FF,717681,9,4
"Beaty, Matt",L,FF,717681,9,5
"Blanco, Dairon",R,SI,717681,10,1
"Lopez, Nicky",L,FF,717681,11,2
"Lopez, Nicky",L,FF,717681,11,3
"Lopez, Nicky",L,CH,717681,11,4
"Waters, Drew",L,CH,717681,12,1
"Waters, Drew",L,CH,717681,12,2
"Waters, Drew",L,FF,717681,12,3
"Waters, Drew",L,CH,717681,12,4
"Waters, Drew",L,FF,717681,12,5
"Pratto, Nick",L,CH,717681,13,1
"Pratto, Nick",L,CH,717681,13,2
"Pratto, Nick",L,FF,717681,13,3
"Pratto, Nick",L,FF,717681,13,4
"Pratto, Nick",L,FF,717681,13,5
"Witt Jr., Bobby",R,FF,717681,17,1
"Witt Jr., Bobby",R,FF,717681,17,2
"Witt Jr., Bobby",R,SL,717681,17,3
"Perez, Salvador",R,FF,717681,18,1
"Melendez, MJ",L,FF,717681,19,1
"Melendez, MJ",L,SL,717681,19,2
"Melendez, MJ",L,CH,717681,19,3
"Melendez, MJ",L,FF,717681,19,4
"Melendez, MJ",L,CH,717681,19,5
"Garcia, Maikel",R,SI,717681,24,1
"Beaty, Matt",L,FF,717681,25,1
"Beaty, Matt",L,FF,717681,25,2
"Blanco, Dairon",R,SI,717681,26,1
"Lopez, Nicky",L,FF,717681,27,1
"Lopez, Nicky",L,CH,717681,27,2
"Lopez, Nicky",L,FF,717681,27,3
"Lopez, Nicky",L,FF,717681,27,4
"Waters, Drew",L,FF,717681,28,1
"Waters, Drew",L,CH,717681,28,2
"Waters, Drew",L,CH,717681,28,3
"Waters, Drew",L,FF,717681,28,4
"Pratto, Nick",L,SL,717681,33,1
"Pratto, Nick",L,CH,717681,33,2
"Pratto, Nick",L,CH,717681,33,3
"Pratto, Nick",L,FF,717681,33,4
"Witt Jr., Bobby",R,SI,717681,34,1
"Witt Jr., Bobby",R,SL,717681,34,2
"Witt Jr., Bobby",R,FF,717681,34,3
"Witt Jr., Bobby",R,SL,717681,34,4
"Perez, Salvador",R,SL,717681,35,1
"Perez, Salvador",R,FF,717681,35,2
"Perez, Salvador",R,SL,717681,35,3
"Perez, Salvador",R,SL,717681,35,4
"Melendez, MJ",L,CH,717681,39,1
"Melendez, MJ",L,CH,717681,39,2
"Melendez, MJ",L,CH,717681,39,3
"Garcia, Maikel",R,SI,717681,40,1
"Beaty, Matt",L,SL,717681,41,1
"Beaty, Matt",L,CH,717681,41,2
"Beaty, Matt",L,FF,717681,41,3
"Beaty, Matt",L,CH,717681,41,4
"Blanco, Dairon",R,SL,717681,42,1
"Blanco, Dairon",R,SI,717681,42,2
"Lopez, Nicky",L,CH,717681,43,1
"Lopez, Nicky",L,FF,717681,43,2
"Lopez, Nicky",L,CH,717681,43,3
"Lopez, Nicky",L,FF,717681,43,4
"Waters, Drew",L,FF,717681,44,1
"Waters, Drew",L,CH,717681,44,2
"Waters, Drew",L,FF,717681,44,3
"Waters, Drew",L,FF,717681,44,4
"AcuÃ±a Jr., Ronald",R,SL,717784,1,1
"AcuÃ±a Jr., Ronald",R,SL,717784,1,2
"AcuÃ±a Jr., Ronald",R,FF,717784,1,3
"AcuÃ±a Jr., Ronald",R,SL,717784,1,4
"AcuÃ±a Jr., Ronald",R,FF,717784,1,5
"AcuÃ±a Jr., Ronald",R,FF,717784,1,6
"AcuÃ±a Jr., Ronald",R,FF,717784,1,7
"Olson, Matt",L,FF,717784,2,1
"Olson, Matt",L,SL,717784,2,2
"Olson, Matt",L,SL,717784,2,3
"Riley, Austin",R,SI,717784,3,1
"Riley, Austin",R,SL,717784,3,2
"Murphy, Sean",R,SL,717784,4,1
"Ozuna, Marcell",R,FF,717784,10,1
"Ozuna, Marcell",R,SL,717784,10,2
"Ozuna, Marcell",R,SL,717784,10,3
"Ozuna, Marcell",R,FF,717784,10,4
"Ozuna, Marcell",R,SL,717784,10,5
"Ozuna, Marcell",R,SL,717784,10,6
"Rosario, Eddie",L,CH,717784,11,1
"Rosario, Eddie",L,FF,717784,11,2
"Rosario, Eddie",L,FF,717784,11,3
"Rosario, Eddie",L,SL,717784,11,4
"Albies, Ozzie",L,SL,717784,12,1
"Albies, Ozzie",L,CH,717784,12,2
"Albies, Ozzie",L,FF,717784,12,3
"Albies, Ozzie",L,CH,717784,12,4
"Arcia, Orlando",R,SI,717784,13,1
"Arcia, Orlando",R,FF,717784,13,2
"Arcia, Orlando",R,SL,717784,13,3
"Arcia, Orlando",R,SL,717784,13,4
"Arcia, Orlando",R,SL,717784,13,5
"Arcia, Orlando",R,FF,717784,13,6
"Arcia, Orlando",R,FF,717784,13,7
"Arcia, Orlando",R,SI,717784,13,8
"Harris II, Michael",L,FF,717784,14,1
"Harris II, Michael",L,FF,717784,14,2
"AcuÃ±a Jr., Ronald",R,FF,717784,19,1
"AcuÃ±a Jr., Ronald",R,SI,717784,19,2
"AcuÃ±a Jr., Ronald",R,SL,717784,19,3
"Olson, Matt",L,CH,717784,20,1
"Olson, Matt",L,FF,717784,20,2
"Olson, Matt",L,FF,717784,20,3
"Olson, Matt",L,SL,717784,20,4
"Riley, Austin",R,SL,717784,21,1
"Riley, Austin",R,SL,717784,21,2
"Riley, Austin",R,SL,717784,21,3
"Riley, Austin",R,FF,717784,21,4
"Riley, Austin",R,SI,717784,21,5
"Murphy, Sean",R,FF,717784,22,1
"Murphy, Sean",R,SI,717784,22,2
"Murphy, Sean",R,SL,717784,22,3
"Ozuna, Marcell",R,SL,717784,27,1
"Ozuna, Marcell",R,FF,717784,27,2
"Rosario, Eddie",L,SL,717784,28,1
"Rosario, Eddie",L,SL,717784,28,2
"Albies, Ozzie",L,SL,717784,29,1
"Albies, Ozzie",L,FF,717784,29,2
"Albies, Ozzie",L,FF,717784,29,3
"Albies, Ozzie",L,FF,717784,29,4
"Arcia, Orlando",R,SL,717784,30,1
"Arcia, Orlando",R,FF,717784,30,2
"Arcia, Orlando",R,SL,717784,30,3
"Arcia, Orlando",R,SL,717784,30,4
"Harris II, Michael",L,FF,717784,31,1
"AcuÃ±a Jr., Ronald",R,SL,717784,32,1
"Olson, Matt",L,FF,717784,41,1
"Olson, Matt",L,SL,717784,41,2
"Olson, Matt",L,FF,717784,41,3
"Olson, Matt",L,FF,717784,41,4
"Olson, Matt",L,CH,717784,41,5
"Olson, Matt",L,CH,717784,41,6
"Riley, Austin",R,SL,717784,42,1
"Riley, Austin",R,SI,717784,42,2
"Riley, Austin",R,SL,717784,42,3
"Riley, Austin",R,SL,717784,42,4
"Murphy, Sean",R,SL,717784,43,1
"Ozuna, Marcell",R,SL,717784,44,1
"Ozuna, Marcell",R,FF,717784,44,2
"Ozuna, Marcell",R,FF,717784,44,3
"Ozuna, Marcell",R,FF,717784,44,4
"Ozuna, Marcell",R,SL,717784,44,5
"Rosario, Eddie",L,CH,717784,48,2
"Rosario, Eddie",L,CH,717784,48,3
"Rosario, Eddie",L,FF,717784,48,4
"Albies, Ozzie",L,SL,717784,49,1
"Arcia, Orlando",R,SL,717784,50,1
"Arcia, Orlando",R,SL,717784,50,2
"Arcia, Orlando",R,SI,717784,50,3
"Arcia, Orlando",R,SL,717784,50,4
"Harris II, Michael",L,FF,717784,51,1
"Harris II, Michael",L,CH,717784,51,2
"Harris II, Michael",L,CH,717784,51,3
"Harris II, Michael",L,CH,717784,51,4
"Smith, Pavin",L,FF,717834,1,1
"Smith, Pavin",L,CH,717834,1,2
"Smith, Pavin",L,FF,717834,1,3
"Marte, Ketel",L,FF,717834,2,1
"Marte, Ketel",L,FF,717834,2,2
"Marte, Ketel",L,FF,717834,2,3
"Marte, Ketel",L,CH,717834,2,4
"Marte, Ketel",L,CH,717834,2,5
"Carroll, Corbin",L,FF,717834,3,1
"Walker, Christian",R,SL,717834,4,1
"Rivera, Emmanuel",R,SL,717834,9,1
"Rivera, Emmanuel",R,SI,717834,9,2
"Rojas, Josh",L,CH,717834,10,1
"Rojas, Josh",L,CH,717834,10,2
"Rojas, Josh",L,FF,717834,10,3
"Rojas, Josh",L,CH,717834,10,4
"McCarthy, Jake",L,FF,717834,11,1
"McCarthy, Jake",L,SL,717834,11,2
"McCarthy, Jake",L,FF,717834,11,3
"McCarthy, Jake",L,CH,717834,11,4
"Perdomo, Geraldo",L,FF,717834,12,1
"Perdomo, Geraldo",L,FF,717834,12,2
"Perdomo, Geraldo",L,FF,717834,12,3
"Perdomo, Geraldo",L,CH,717834,12,4
"Herrera, Jose",L,FF,717834,18,1
"Herrera, Jose",L,FF,717834,18,2
"Herrera, Jose",L,SL,717834,18,3
"Herrera, Jose",L,SL,717834,18,4
"Herrera, Jose",L,FF,717834,18,5
"Herrera, Jose",L,FF,717834,18,6
"Smith, Pavin",L,CH,717834,19,1
"Smith, Pavin",L,CH,717834,19,2
"Smith, Pavin",L,CH,717834,19,3
"Smith, Pavin",L,FF,717834,19,4
"Marte, Ketel",L,CH,717834,20,1
"Marte, Ketel",L,FF,717834,20,2
"Marte, Ketel",L,FF,717834,20,3
"Marte, Ketel",L,SL,717834,20,4
"Carroll, Corbin",L,CH,717834,21,1
"Carroll, Corbin",L,FF,717834,21,2
"Carroll, Corbin",L,FF,717834,21,3
"Carroll, Corbin",L,SL,717834,21,4
"Carroll, Corbin",L,CH,717834,21,5
"Carroll, Corbin",L,FF,717834,21,6
"Walker, Christian",R,SL,717834,26,1
"Rivera, Emmanuel",R,FF,717834,27,1
"Rivera, Emmanuel",R,SL,717834,27,2
"Rivera, Emmanuel",R,SL,717834,27,3
"Rivera, Emmanuel",R,SL,717834,27,4
"Rojas, Josh",L,SL,717834,28,1
"Rojas, Josh",L,CH,717834,28,2
"McCarthy, Jake",L,FF,717834,32,1
"Perdomo, Geraldo",L,FF,717834,33,1
"Perdomo, Geraldo",L,CH,717834,33,2
"Perdomo, Geraldo",L,CH,717834,33,3
"Perdomo, Geraldo",L,FF,717834,33,4
"Herrera, Jose",L,CH,717834,34,1
"Herrera, Jose",L,CH,717834,34,2
"Smith, Pavin",L,FF,717834,39,1
"Smith, Pavin",L,CH,717834,39,2
"Smith, Pavin",L,FF,717834,39,3
"Smith, Pavin",L,FF,717834,39,4
"Smith, Pavin",L,SL,717834,39,5
"Marte, Ketel",L,SL,717834,40,1
"Marte, Ketel",L,CH,717834,40,2
"Marte, Ketel",L,CH,717834,40,3
"Marte, Ketel",L,CH,717834,40,4
"Marte, Ketel",L,CH,717834,40,5
"Marte, Ketel",L,FF,717834,40,6
"Carroll, Corbin",L,FF,717834,41,1
"Carroll, Corbin",L,SL,717834,41,2
"Walker, Christian",R,SI,717834,47,1
"Walker, Christian",R,FF,717834,47,2
"Rivera, Emmanuel",R,SL,717834,48,1
"Rivera, Emmanuel",R,SI,717834,48,2
"Rojas, Josh",L,CH,717834,49,1
"McCarthy, Jake",L,CH,717834,50,1
"McCarthy, Jake",L,FF,717834,50,2
"McCarthy, Jake",L,SL,717834,50,3
